DATE,中国:GDP平减指数,GDP:现价:当季值,中国:最终消费支出:占GDP比重,实际使用外资(人民币):当月值,对外直接投资:非金融类:累计值,对外直接投资净额:总计,对外直接投资净额:亚洲:日本,对外直接投资净额:欧洲:英国,对外直接投资净额:欧洲:合计,对外直接投资净额:北美洲:美国,存款利率:活期,存款利率:定期:3月,存款利率:定期:6月,存款利率:定期:1年,存款利率:定期:2年,存款利率:定期:3年,存款利率:定期:5年,中国:经常账户:本国货币:季调:当季值,M1(货币):期末值,国家一般公共收入:合计:当月值,国家一般公共支出:合计:当月值,外债余额,国际投资头寸:净头寸:期末值,进口总值(人民币计价):当月值,出口总值(人民币计价):当月值,官方储备资产:外汇储备:期末值,CPI:当月同比,PPI:当月同比,即期汇率(16:30):美元兑人民币,即期汇率(16:30):欧元兑人民币,即期汇率(16:30):港元兑人民币,即期汇率(16:30):100日元兑人民币,即期汇率(16:30):英镑兑人民币,FU0.SHF,scm.INE,000001.SH,N225.GI,SPX.GI,IXIC.GI,DJIA.GI,FTSE.GI,AXX.GI,SX5E.GI,日本:GDP平减指数,日本:GDP:现价,日本:GDP:现价:私人消费,日本:GDP:现价:政府消费,日本:官方储备资产:外汇储备,日本:商品出口:季调,日本:商品进口:季调,日本:国际投资头寸:资产:直接投资,日本:经常账户:差额,日本:出口金额:当月值,日本:进口金额:当月值,日本:CPI,日本:PPI,日本:出口商品价格指数,日本:进口商品价格指数,日本:无担保隔夜拆款利率(TONA),日本:M1:实值,日本:外债:总计,日本:财政决算:一般会计:收入:财政年度,日本:财政决算:一般会计:支出:财政年度,日本:综合财政收支余额:当月值,日本:外商直接投资:中国,日本:对外直接投资:中国,欧元区:GDP:现价,欧元区:GDP:2005价:最终消费支出:当季值,欧元区:GDP:2005价:进口:商品和服务:当季值,欧元区:GDP:2005价:出口:商品和服务:当季值,欧元区:GDP:平减指数:2005价:当季值,欧元区20国:商品贸易:进口:季调,欧元区20国:商品贸易:出口:季调,商品贸易:进口金额:中国(不包括香港),商品贸易:出口金额:中国(不包括香港),欧元区:HICP,欧元区19国:PPI,欧元区20国:单位进口价格指数,欧元区20国:单位出口价格指数,欧元区:M1,欧元区:主导利率:再融资利率(MRO),欧元区:隔夜存款利率(DF),欧元区:隔夜贷款利率(MLF),一般政府债务总额:本币计价:欧盟27国,一般政府债务总额:欧元计价:欧盟27国,一般政府财政盈余:欧元区19国,欧元区:国际收支:经常账户:出口金额:商品,欧元区:国际收支:经常账户:进口金额:商品,欧元区:官方储备资产和其他外币资产,欧元区:外商直接投资净流入,美国:GDP:不变价:支出法:当季值,美国:出口金额:季调,美国:进口金额:季调,美国:CPI:当月同比,美国:PPI:最终需求:当月值,美国:进口价格指数:当月同比,美国:出口价格指数:当月同比,美国:M1,美国:M2,美国:联邦基金利率,美国:对外直接投资:美国跨国公司:所有行业:总计,美国:外商直接投资:外国跨国公司:所有行业:总计,美国:政府财政收入,美国:政府财政支出,美国:外债总额,美国:经常项目收入:季调:当季值,美国:经常项目支出:季调:当季值,美国:联邦政府债务:总额,美国:GDP:不变价:支出法:个人消费:折年数:季调:当季值,美国:外汇,英国:GDP:不变价:季调,英国:GDP:现价:季调,英国:GDP:现价:居民最终消费支出:季调,英国:GDP:现价:政府最终消费支出:季调,英国:经常项目差额:季调,英国:直接投资差额,英国:政府外币储备,英国:政府外汇储备总额,英国:贸易总额:出口:季调,英国:贸易总额:进口:季调,英国:CPI,英国:CPI:同比,英国:产出PPI:国内市场的工业品(不含税):当月值,英国:M1,英国:基准利率,英国:政府负债净值,英国:中央政府:总收入:当月值,英国:中央政府:总支出:当月值,英国:经常账户:本国货币:季调:当季值
2006-07-31,,,,,,,,,,,,,,,,,,,112653.04,4043.8,2524.77,,,,,9545.5,1.03,3.58,7.969,10.1729,1.0257,,14.8852,3603.0,0.0,1612.733,15456.81,1276.66,2091.47,11185.68,5928.3,0.0,0.0,,,,,850600.0,,,,18326.74,6320652.0,5469542.0,95.3,96.9,107.2,95.8,0.267,,,,,,,,,,,,,119339.3,122641.9,,,86.99,91.4,84.9,82.3,3574988.0,,,,,,,,,,,,120430.0,187339.0,4.1,,7.0,4.5,1405.8,6832.8,5.31,,,159761.0,192925.0,,,,,,40414.0,,,,,,,37268.9,50721.34,31985.0,34271.0,80.0,2.4,,789999.0,,469.9,,,
2006-08-31,,,,,,,,,,,0.72,1.8,2.25,2.52,3.06,3.69,4.14,,114845.67,2695.86,2604.92,,,,,9720.39,1.32,3.4,7.9533,10.187,1.0229,,15.1489,3331.0,0.0,1658.638,16140.76,1303.82,2183.75,11381.15,5906.1,0.0,0.0,,,,,857862.0,,,,15233.9,6140484.0,5948718.0,96.0,97.2,107.9,97.8,0.266,,,,,,,,,,,,,120292.3,124806.3,,,87.07,91.5,85.5,82.2,3518324.0,3.0,2.0,4.0,,,,,,,,,122780.0,191057.0,3.8,,6.0,5.2,1418.9,6868.4,5.31,,,153878.0,218595.0,,,,,,40124.0,,,,,,,38824.18,51053.42,32442.0,34850.0,80.4,2.5,,793105.0,4.75,474.4,,,
2006-09-30,,56064.7,,,,,,,,,,,,,,,,,116814.1,2876.76,3426.17,3049.76,,,,9879.28,1.51,3.45,7.9055,10.0221,1.0148,,14.804,2936.0,0.0,1752.424,16127.58,1335.85,2258.43,11679.07,5960.8,0.0,0.0,,130220.4,73110.8,21189.2,861107.0,181684.0,156697.0,,21003.58,6828441.0,5821682.0,96.0,97.4,108.7,98.8,0.339,,179420.0,,,,,,2161037.8,1595888.2,755743.2,803251.2,101.77,121738.3,124981.7,,,87.07,91.0,83.6,82.1,3583870.0,,,,6612556.5,6612556.5,,,,,,4111.95,124051.0,189146.0,2.1,,1.6,3.9,1370.2,6874.3,5.34,,,283298.0,227131.0,,555432.0,773874.0,,11009.75,39902.0,470918.0,370883.0,228836.0,73217.0,-12423.0,-11348.0,38364.66,51443.42,32100.0,33659.0,80.5,2.4,,802905.0,,486.3,,,-12423.0
2006-10-31,,,,,,,,,,,,,,,,,,,118359.96,3800.62,2670.56,,,,,10096.26,1.41,2.98,7.8765,10.0564,1.013,,15.0292,2910.0,0.0,1837.993,16399.39,1377.94,2366.71,12080.73,6129.2,0.0,0.0,,,,,865581.0,,,,15789.94,6597471.0,5984091.0,95.8,96.9,109.0,97.3,0.256,,,,,,,,,,,,,123145.8,127436.5,,,87.14,90.9,82.1,82.3,3566556.0,3.25,2.25,4.25,,,,,,,,,125533.0,185071.0,1.3,,-1.0,2.9,1415.7,6932.6,5.31,,,167693.0,217014.0,,,,,,40294.0,,,,,,,40314.88,52535.4,31961.0,33421.0,80.6,2.4,,809591.0,,478.4,,,
2006-11-30,,,,,,,,,,,,,,,,,,,121644.95,2660.66,3783.71,,,,,10387.51,1.88,2.78,7.8323,10.3717,1.0071,,15.394,2915.0,0.0,2099.289,16274.33,1400.63,2431.77,12221.93,6048.8,0.0,0.0,,,,,875945.0,,,,17934.86,6629634.0,5721671.0,95.3,96.8,108.0,95.2,0.271,,,,,,,,,,,,,123766.5,126482.8,,,87.17,90.8,82.4,82.4,3612793.0,,,,,,,,,,,,127388.0,186327.0,2.0,,1.3,3.9,1429.0,7032.9,5.31,,,145866.0,218907.0,,,,,,41465.0,,,,,,,41591.04,53806.5,32225.0,34159.0,80.8,2.7,,821970.0,5.0,486.7,,,
2006-12-31,63.51,63621.6,52.57,,,1763397.0,3949.0,3512.0,59771.0,19834.0,,,,,,,,,126028.05,2676.61,10811.51,3229.88,,,,10663.44,2.81,3.05,7.8065,10.3043,1.0037,,15.2917,2928.0,0.0,2675.474,17225.83,1418.3,2415.29,12463.15,6220.8,0.0,0.0,103.13,141428.3,75761.8,25718.1,874596.0,188870.0,154269.0,,18309.2,6959139.0,5849476.0,95.4,96.8,108.3,95.5,0.275,,179956.0,844127.0,814454.0,,11.61,6169.09,2302501.1,1661469.0,808831.2,850658.0,103.69,126030.7,130839.3,630344.7,771691.3,87.51,90.8,82.6,82.7,3758611.0,3.5,2.5,4.5,6573566.4,6573566.4,-134199.4,,,,821257370798.51,4201.0,128795.0,190677.0,2.5,,2.5,4.5,1443.2,7111.2,5.17,2477268.0,1840463.0,259969.0,218007.0,,579709.0,773455.0,8451350.0,11114.77,40943.0,473372.0,372847.0,229716.0,73843.0,-11061.0,30825.0,40986.32,53316.86,31838.0,34217.0,81.3,3.0,,836518.0,,500.9,,,-11061.0
2007-01-31,,,,,,,,,,,,,,,,,,,128484.06,5196.01,1870.86,,,,,11046.92,2.17,3.3,7.7743,10.1344,0.9959,,15.2685,2810.0,0.0,2786.335,17383.42,1438.24,2463.93,12621.69,6203.1,0.0,0.0,,,,,874532.0,,,,12159.34,5952672.0,5950876.0,95.2,96.8,109.7,98.1,0.282,,,,,,,,,,,,,124585.1,129888.1,,,87.06,91.1,81.7,82.8,3685739.0,,,,,,,,,,,,130648.0,188662.0,2.1,,0.0,4.1,1400.1,7029.6,5.33,,,260609.0,222372.0,,,,,,40381.0,,,,,,,40944.37,54112.97,30974.0,33581.0,80.6,2.7,,822779.0,5.25,479.1,,,
2007-02-28,,,,,,,,,,,,,,,,,,,126258.08,3045.54,2543.71,,,,,11573.72,2.71,2.6,7.7365,10.2413,0.9904,,15.2002,2918.0,0.0,2881.073,17604.12,1406.82,2416.15,12268.63,6171.5,0.0,0.0,,,,,884033.0,,,,25002.97,6416107.0,5454626.0,94.7,96.8,109.7,96.1,0.589,,,,,,,,,,,,,126580.3,130906.0,,,87.31,91.3,82.2,83.3,3678110.0,,,,,,,,,,,,129481.0,187960.0,2.4,,1.2,4.9,1376.2,7114.9,5.41,,,120312.0,240305.0,,,,,,41251.0,,,,,,,41432.96,53661.22,30746.0,34107.0,81.0,2.8,,828880.0,,480.5,,,
2007-03-31,,57159.3,,,,,,,,,0.72,1.98,2.43,2.79,3.33,3.96,4.41,,127881.31,3542.07,2874.18,3315.62,,,,12020.31,3.28,2.65,7.7298,10.3268,0.9894,,15.2154,3370.0,0.0,3183.983,17287.65,1420.86,2421.64,12354.35,6308.0,0.0,0.0,,133647.6,73254.4,21836.7,887983.0,193493.0,158836.0,,33603.8,7512967.0,5910344.0,95.0,96.8,108.1,95.8,0.715,,181285.0,,,,,,2226807.9,1606493.4,810908.2,850394.2,103.04,127389.8,132167.5,,,87.89,91.7,82.9,83.7,3738987.0,3.75,2.75,4.75,6676166.8,6676166.8,,,,,,4063.75,133836.0,196019.0,2.8,,2.8,5.4,1414.7,7210.3,5.3,,,166490.0,262761.0,,595895.0,796211.0,,11183.32,41716.0,477823.0,377049.0,230397.0,74300.0,-14795.0,-678.0,40687.95,52922.58,31667.0,35143.0,81.4,3.1,,850238.0,,497.8,,,-14795.0
2007-04-30,,,,,,,,,,,,,,,,,,,127678.33,5832.41,3220.47,,,,,12465.66,3.03,2.87,7.705,10.5149,0.985,,15.406,3468.0,0.0,3841.272,0.0,1482.37,2525.09,13062.91,6449.2,0.0,0.0,,,,,894277.0,,,,19600.67,6633504.0,5730447.0,95.3,97.7,109.7,98.9,0.539,,,,,,,,,,,,,127406.8,130940.5,,,88.45,92.0,83.2,83.9,3758614.0,,,,,,,,,,,,133351.0,193845.0,2.6,,2.1,5.1,1426.9,7207.1,5.29,,,383641.0,205967.0,,,,,,42095.0,,,,,,,43172.69,54845.11,32247.0,33983.0,81.6,2.8,,839395.0,,494.2,,,
2007-05-31,,,,,,,,,,,0.72,2.07,2.61,3.06,3.69,4.41,4.95,,130275.8,4107.5,2922.2,,,,,12926.71,3.39,2.76,7.645,10.2882,0.9795,,15.1474,3226.0,0.0,4109.654,17875.75,1530.62,2604.52,13627.64,6621.4,0.0,0.0,,,,,890119.0,,,,21242.21,6567848.0,6172302.0,95.6,97.9,111.2,102.7,0.544,,,,,,,,,,,,,129049.9,132363.3,,,88.66,92.4,83.0,84.2,3780482.0,,,,,,,,,,,,135835.0,195407.0,2.7,,1.2,4.6,1427.4,7218.2,5.28,,,164239.0,231937.0,,,,,,41483.0,,,,,,,41860.72,53708.9,32430.0,34420.0,81.8,2.5,,867673.0,5.5,501.8,,,
2007-06-30,,64781.6,,,,,,,,,,,,,,,,,135847.4,4394.31,4488.57,3278.02,,,,13326.25,4.36,2.49,7.611,10.3098,0.9738,,15.3005,3431.0,0.0,3820.703,18138.36,1503.35,2603.23,13408.62,6607.9,0.0,0.0,,133684.2,73157.7,25608.8,892761.0,196566.0,162914.0,,15383.59,7286039.0,6040085.0,95.4,98.0,112.6,104.3,0.605,,184861.0,,,,,,2304886.3,1635410.3,822923.4,874917.9,103.95,130132.4,132343.0,,,88.75,92.6,84.3,84.3,3849587.0,4.0,3.0,5.0,6763666.4,6763666.4,,,,,,4184.41,137312.0,197309.0,2.7,,2.3,4.3,1387.3,7243.9,5.31,,,276517.0,249036.0,,625611.0,818945.0,,11212.67,41495.0,481314.0,386313.0,236418.0,76054.0,-10880.0,24834.0,41922.58,52824.53,33077.0,35232.0,82.0,2.4,,883075.0,,512.9,,,-10880.0
2007-07-31,,,,,,,,,,,0.81,2.34,2.88,3.33,3.96,4.68,5.22,,136237.43,5212.32,3236.56,,,,,13852.0,5.62,2.39,7.572,10.3528,0.9675,,15.3639,3625.0,0.0,4471.032,17248.89,1455.27,2546.27,13211.99,6360.1,0.0,0.0,,,,,902538.0,,,,18729.38,7063106.0,6381148.0,95.3,98.6,112.3,104.1,0.516,,,,,,,,,,,,,129884.0,133201.3,,,88.53,92.8,85.6,84.5,3836225.0,,,,,,,,,,,,138545.0,198792.0,2.4,,2.8,4.0,1407.9,7251.2,5.28,,,170439.0,206886.0,,,,,,42508.0,,,,,,,42268.26,53484.18,33124.0,35782.0,81.5,1.9,,883418.0,5.75,499.6,,,
2007-08-31,,,,,,,,,,,0.81,2.61,3.15,3.6,4.23,4.95,5.49,,140993.21,3495.42,3426.67,,,,,14086.41,6.52,2.56,7.5435,10.2838,0.9676,,15.2111,3463.0,0.0,5218.825,16569.09,1473.99,2596.36,13357.74,6303.3,0.0,0.0,,,,,910867.0,,,,21046.01,7034674.0,6291026.0,95.8,98.7,108.7,101.8,0.498,,,,,,,,,,,,,131017.1,133295.2,,,88.59,93.0,84.8,84.1,3754392.0,,,,,,,,,,,,141518.0,198733.0,2.0,,1.9,3.7,1414.9,7357.4,4.96,,,166545.0,283518.0,,,,,,42922.0,,,,,,,38919.76,50886.3,33247.0,35791.0,81.8,1.8,,890115.0,,507.1,,,
2007-09-30,,69482.1,,,,,,,,,0.81,2.88,3.42,3.87,4.5,5.22,5.76,,142591.57,4091.32,4433.11,3457.05,,,,14336.11,6.24,2.71,7.5045,10.7126,0.9655,,15.364,3595.0,0.0,5552.301,16785.69,1526.75,2701.5,13895.63,6466.8,0.0,0.0,,131292.7,73616.8,21399.4,922538.0,202429.0,164443.0,,28814.11,7255476.0,5646801.0,95.8,98.6,107.7,101.0,0.675,,191498.0,,,,,,2284622.9,1635017.4,819841.4,869855.6,104.09,130504.4,133041.1,,,88.92,93.3,85.7,84.2,3827756.0,,,,6754731.8,6754731.8,,,,,,4208.61,142070.0,200228.0,2.8,,4.8,4.5,1356.2,7321.5,4.58,,,285354.0,172488.0,,653195.0,828951.0,,11287.47,44266.0,484544.0,389228.0,242142.0,77119.0,-17079.0,11926.0,38637.5,52734.96,33255.0,35930.0,81.9,1.8,,915076.0,,514.7,,,-17079.0
2007-10-31,,,,,,,,,,,,,,,,,,,144649.33,5347.12,3560.25,,,,,14548.98,6.5,3.21,7.471,10.8199,0.964,,15.5508,3792.0,0.0,5954.765,16737.63,1549.38,2859.12,13930.01,6721.6,0.0,0.0,,,,,930259.0,,,,21629.79,7506493.0,6507053.0,96.0,98.9,108.4,104.5,0.524,,,,,,,,,,,,,131861.6,134725.0,,,89.35,93.9,85.8,84.1,3796032.0,,,,,,,,,,,,144525.0,202191.0,3.5,,9.1,5.6,1418.8,7359.7,4.6,,,178175.0,235014.0,,,,,,44800.0,,,,,,,42177.57,56296.85,33683.0,36010.0,82.3,2.1,,913111.0,,509.4,,,
2007-11-30,,,,,,,,,,,,,,,,,,,148009.82,3913.1,4508.19,,,,,14969.06,6.94,4.55,7.3965,10.8255,0.9502,,15.2188,4020.0,0.0,4871.778,15680.67,1481.14,2660.96,13371.72,6432.5,0.0,0.0,,,,,946089.0,,,,16678.28,7268584.0,6484191.0,95.9,99.1,105.6,103.2,0.52,,,,,,,,,,,,,131723.5,135670.4,,,89.83,94.8,87.2,84.3,3836516.0,,,,,,,,,,,,146264.0,206947.0,4.3,,12.0,6.2,1411.9,7444.0,4.66,,,151055.0,249293.0,,,,,,45973.0,,,,,,,44237.25,57462.17,34700.0,37083.0,82.5,2.1,,926993.0,,518.7,,,
2007-12-31,68.43,78669.3,51.0,,,2650609.0,3903.0,56654.0,154043.0,19573.0,0.72,3.33,3.78,4.14,4.68,5.4,5.85,,152519.17,3144.66,12696.58,3736.18,,,,15282.49,6.51,5.43,7.3036,10.6567,0.9365,,14.5026,0.0,0.0,0.0,0.0,1468.36,2652.28,13264.82,6456.9,0.0,0.0,102.4,140657.2,75687.7,26253.7,947987.0,208489.0,170168.0,,15599.71,7433968.0,6567023.0,96.0,99.4,105.9,107.2,0.459,,201530.0,845534.0,818425.0,,14.5,6218.24,2424406.8,1694119.9,863307.5,898777.7,106.34,131432.5,134589.6,697639.9,890229.6,90.19,94.9,87.6,84.4,3901280.0,,,,6689885.9,6689885.9,-59916.0,,,,1286103067986.5,4305.67,147429.0,205719.0,4.1,,10.6,6.0,1457.6,7514.5,3.06,2993980.0,1993156.0,276982.0,228721.0,,673234.0,840378.0,8950744.0,11331.95,45804.0,487413.0,392047.0,242534.0,76553.0,-14843.0,43405.0,44227.77,57177.62,33778.0,36716.0,83.0,2.1,,922297.0,5.5,534.6,,,-14843.0
2008-01-31,,,,,,,,,,,,,,,,,,,154872.59,7396.64,3014.08,,,,,15898.1,7.08,6.07,7.1818,10.676,0.9211,,14.2771,3908.0,0.0,4383.393,13592.47,1378.55,2389.86,12650.36,5879.8,0.0,0.0,,,,,968482.0,,,,11132.4,6408323.0,6514635.0,95.9,99.7,103.3,104.8,0.508,,,,,,,,,,,,,135964.0,140153.9,,,89.85,95.7,88.6,85.0,3851627.0,,,,,,,,,,,,151094.0,212433.0,4.3,,13.6,6.8,1400.3,7471.4,3.22,,,255217.0,237379.0,,,,,,47173.0,,,,,,,43073.41,58937.53,34164.0,37830.0,82.4,2.2,,1010095.0,,511.9,,,
2008-02-29,,,,,,,,,,,,,,,,,,,150177.88,4158.8,2682.85,,,,,16471.34,8.74,6.62,7.1115,10.7966,0.914,,14.132,4322.0,0.0,4348.543,13603.02,1330.63,2271.48,12266.39,5884.3,0.0,0.0,,,,,979196.0,,,,24794.37,6973675.0,6037854.0,95.7,100.2,103.9,106.2,0.512,,,,,,,,,,,,,135626.5,140930.7,,,90.16,96.3,88.8,85.5,3801133.0,,,,,,,,,,,,153660.0,217885.0,4.0,,13.5,6.9,1385.1,7590.6,3.01,,,105723.0,281287.0,,,,,,48395.0,,,,,,,45276.74,59319.73,34824.0,38195.0,83.0,2.5,,1007677.0,5.25,515.8,,,
2008-03-31,,69373.6,,,,,,,,,,,,,,,,,150867.47,4416.0,3809.81,3925.89,,,,16821.77,8.31,7.95,7.012,11.061,0.901,,13.9066,4269.0,0.0,3472.713,12525.54,1322.7,2279.1,12262.89,5702.1,0.0,0.0,,132851.3,73970.1,22320.0,987665.0,204728.0,175174.0,,28725.18,7681692.0,6585510.0,96.1,100.7,100.7,103.4,0.641,,211015.0,,,,,,2314979.5,1638463.3,840071.6,888600.5,105.04,134803.7,137990.8,,,91.05,97.0,89.5,85.2,3852527.0,,,,6826050.3,6826050.3,,,,,,4182.54,152900.0,213100.0,4.0,,15.2,7.9,1455.6,7733.1,2.51,,,178816.0,227028.0,,695364.0,877648.0,,11316.41,50529.0,489783.0,397548.0,247309.0,80007.0,-13871.0,-8003.0,43649.57,59374.44,34939.0,37956.0,83.4,2.5,,1033880.0,,527.2,,,-13871.0
2008-04-30,,,,,,,,,,,,,,,,,,,151694.91,6824.9,4078.44,,,,,17566.55,8.48,8.12,6.987,10.9157,0.8967,,13.8827,4475.0,0.0,3693.106,13849.99,1385.59,2412.8,12820.13,6087.3,0.0,0.0,,,,,977513.0,,,,12159.48,6889454.0,6430727.0,96.0,101.6,103.2,110.3,0.522,,,,,,,,,,,,,135469.5,139386.4,,,91.34,97.7,89.1,85.0,3837533.0,,,,,,,,,,,,157362.0,221095.0,3.9,,16.9,8.0,1443.6,7671.0,2.37,,,403751.0,244469.0,,,,,,49311.0,,,,,,,43786.18,59779.12,36220.0,39011.0,84.0,3.0,,1002412.0,5.0,527.1,,,
2008-05-31,,,,,,,,,,,,,,,,,,,153344.75,6268.18,4024.63,,,,,17969.61,7.72,8.22,6.94,10.798,0.8896,,13.7625,4751.0,0.0,3433.354,14338.54,1400.38,2522.66,12638.32,6053.5,0.0,0.0,,,,,970006.0,,,,18103.69,6806770.0,6465661.0,96.8,102.8,105.0,114.9,0.527,,,,,,,,,,,,,133395.1,136948.7,,,91.91,98.8,90.7,85.1,3868022.0,,,,,,,,,,,,159082.0,221392.0,4.2,,19.1,8.1,1424.0,7693.9,1.98,,,124272.0,290199.0,,,,,,49247.0,,,,,,,42524.98,59302.12,36603.0,38865.0,84.6,3.3,,1005326.0,,539.4,,,
2008-06-30,,78711.8,,,,,,,,,,,,,,,,,154820.15,5743.8,5272.21,4274.32,,,,18088.28,7.08,8.84,6.8543,10.7998,0.8789,,13.6605,5297.0,0.0,2736.103,13481.38,1280.0,2292.98,11350.01,5625.9,0.0,0.0,,131389.3,72540.4,25457.2,973451.0,200305.0,183141.0,,2828.19,7152137.0,7048036.0,97.3,103.7,108.0,123.6,0.572,,207521.0,,,,,,2399093.7,1659915.9,854371.3,914874.5,106.26,134166.3,138213.3,,,92.26,99.8,93.5,86.1,3914925.0,,,,6932691.0,6932691.0,,,,,,4226.59,164073.0,224962.0,5.0,,21.3,8.7,1456.6,7697.8,2.47,,,259912.0,226365.0,,716655.0,896472.0,,11347.6,49613.0,487386.0,400881.0,247754.0,80199.0,-17021.0,19401.0,42307.67,59032.94,37077.0,40826.0,85.2,3.8,,1011527.0,,554.4,,,-17021.0
2008-07-31,,,,,,,,,,,,,,,,,,,154992.44,6073.5,4561.44,,,,,18451.64,6.3,10.03,6.831,10.6575,0.8756,,13.551,5227.0,0.0,2775.717,13376.81,1267.38,2325.55,11378.02,5411.9,0.0,0.0,,,,,976947.0,,,,13773.37,7624499.0,7542582.0,97.5,106.0,109.2,126.8,0.519,480.9,,,,,,,,,,,,136014.4,139345.6,,,92.12,101.2,95.7,86.8,3839031.0,4.25,3.25,5.25,,,,,,,,,166232.0,233221.0,5.6,,21.4,10.2,1452.6,7705.9,2.09,,,160494.0,263261.0,,,,,,49089.0,,,,,,,40462.47,54840.89,37579.0,40485.0,85.1,4.4,,987128.0,,542.3,,,
2008-08-31,,,,,,,,,,,,,,,,,,,156889.92,3847.93,4035.74,,,,,18841.53,4.9,10.06,6.8482,10.0498,0.8774,,12.4739,4886.0,0.0,2397.369,13072.87,1282.83,2367.52,11543.55,5636.6,0.0,0.0,,,,,971253.0,,,,8701.37,7051439.0,7365672.0,97.8,106.1,109.2,129.5,0.516,477.4,,,,,,,,,,,,134250.7,138537.5,,,91.99,100.7,95.0,86.4,3790298.0,,,,,,,,,,,,163335.0,225729.0,5.4,,18.1,8.3,1416.1,7709.7,1.94,,,157016.0,268930.0,,,,,,47252.0,,,,,,,37950.16,52565.23,37047.0,39682.0,85.7,4.7,,971736.0,,548.0,,,
2008-09-30,,82460.1,,,,,,,,,,,,,,,,,155748.97,4217.22,4948.94,4419.52,,,,19055.85,4.64,9.13,6.8431,9.6602,0.8814,,12.2041,0.0,0.0,0.0,11259.86,1166.36,2091.88,10850.66,4902.45,0.0,0.0,,128175.4,74031.8,21384.2,969236.0,208903.0,201174.0,,14479.2,7361302.0,7270332.0,97.8,105.4,105.8,120.8,0.544,475.4,214293.0,,,,,,2349791.0,1650443.1,832144.8,885921.3,106.2,133890.1,136582.0,,,92.16,100.5,94.0,86.9,3877017.0,,,,6978351.1,6978351.1,,,,,,4192.4,154611.0,214904.0,4.9,,13.1,7.0,1536.2,7860.8,2.03,,,272228.0,226494.0,,713418.0,891612.0,,11260.14,46626.0,479872.0,399970.0,247136.0,81155.0,-14337.0,24564.0,36915.12,52020.73,37951.0,39245.0,86.1,5.2,,999615.0,,562.7,,,-14337.0
2008-10-31,,,,,,,,,,,0.72,2.88,3.24,3.6,4.14,4.77,5.13,,157194.36,5328.95,4143.17,,,,,18796.88,3.97,6.59,6.839,8.7087,0.8825,,10.9914,2568.0,0.0,1728.786,8576.98,968.75,1720.95,9325.01,4377.34,0.0,0.0,,,,,955068.0,,,,8625.04,6914811.0,6990025.0,97.7,103.4,98.1,107.0,0.384,473.7,,,,,,,,,,,,130770.5,132496.8,,,92.18,99.7,91.2,86.7,3944467.0,3.75,3.25,4.25,,,,,,,,,151854.0,212733.0,3.7,,4.9,4.0,1514.2,7892.9,0.22,,,164827.0,320360.0,,,,,,45288.0,,,,,,,38587.94,48252.11,37314.0,38174.0,85.9,4.5,,986490.0,4.5,559.6,,,
2008-11-30,,,,,,,,,,,0.36,1.98,2.25,2.52,3.06,3.6,3.87,,157826.63,3792.4,5254.03,,,,,18847.17,2.43,1.99,6.8254,8.6689,0.8807,,10.5061,2240.0,0.0,1871.156,8512.27,896.24,1535.57,8829.04,4288.01,0.0,0.0,,,,,976907.0,,,,5046.15,5323503.0,5551008.0,96.8,101.5,93.5,93.2,0.318,474.5,,,,,,,,,,,,121486.2,122273.5,,,91.74,97.7,89.6,86.4,3969681.0,3.25,2.75,3.75,,,,,,,,,142973.0,188105.0,1.1,,-5.9,-0.3,1533.6,8003.8,0.52,,,144769.0,269970.0,,,,,,45970.0,,,,,,,40169.55,49737.55,36099.0,37509.0,85.8,4.1,,1016760.0,3.0,569.1,,,
2008-12-31,73.76,88699.0,49.77,,,5590717.0,5862.0,1671.0,87579.0,46203.0,0.36,1.71,1.98,2.25,2.79,3.33,3.6,,166217.13,3248.69,16601.69,3746.61,,,,19460.3,1.2,-1.14,6.8225,9.5423,0.8804,,9.9708,2561.0,0.0,1820.805,0.0,903.25,1577.03,8776.39,4434.17,0.0,0.0,101.47,135407.8,73792.2,25979.1,1003300.0,162020.0,159600.0,,417.72,4830483.0,5152710.0,96.4,100.2,90.0,81.9,0.103,481.9,202427.0,892082.0,846973.0,,37.05,6495.99,2417154.6,1695757.6,819916.7,848554.5,108.13,113464.7,115600.4,770031.4,972731.2,91.62,96.2,86.0,86.1,4035742.0,2.5,2.0,3.0,7207709.9,7207709.9,-208083.7,,,,662371467693.21,4179.96,132410.0,176377.0,0.1,,-10.1,-2.9,1719.4,8264.1,0.14,3232493.0,2046662.0,237786.0,289540.0,,628939.0,785168.0,9986082.0,11158.8,49584.0,469694.0,395201.0,238878.0,83414.0,-16315.0,21713.0,40348.53,48973.93,35682.0,36239.0,85.5,3.1,,1029356.0,2.0,593.2,,,-16315.0
2009-01-31,,,,,,,,,,,,,,,,,,,165214.34,6131.61,3993.45,,,,,19134.56,0.95,-3.35,6.8345,8.7392,0.8815,,9.9149,0.0,0.0,0.0,7994.05,825.88,1476.42,8000.86,4149.64,0.0,0.0,,,,,982457.0,,,,-2219.46,3477825.0,4445762.0,95.9,98.7,89.0,77.9,0.128,481.2,,,,,,,,,,,,109464.2,112456.2,,,90.85,95.2,82.6,84.5,4096150.0,2.0,1.0,3.0,,,,,,,,,125858.0,165201.0,0.0,,-12.5,-3.4,1565.7,8233.6,0.23,,,226090.0,289548.0,,,,,,47595.0,,,,,,,36618.47,45356.22,34460.0,36323.0,84.9,3.0,,1037596.0,1.5,573.7,,,
