DATE,中国:GDP平减指数,GDP:现价:当季值,中国:最终消费支出:占GDP比重,实际使用外资(人民币):当月值,对外直接投资:非金融类:累计值,对外直接投资净额:总计,对外直接投资净额:亚洲:日本,对外直接投资净额:欧洲:英国,对外直接投资净额:欧洲:合计,对外直接投资净额:北美洲:美国,存款利率:活期,存款利率:定期:3月,存款利率:定期:6月,存款利率:定期:1年,存款利率:定期:2年,存款利率:定期:3年,存款利率:定期:5年,中国:经常账户:本国货币:季调:当季值,M1(货币):期末值,国家一般公共收入:合计:当月值,国家一般公共支出:合计:当月值,外债余额,国际投资头寸:净头寸:期末值,进口总值(人民币计价):当月值,出口总值(人民币计价):当月值,官方储备资产:外汇储备:期末值,CPI:当月同比,PPI:当月同比,即期汇率(16:30):美元兑人民币,即期汇率(16:30):欧元兑人民币,即期汇率(16:30):港元兑人民币,即期汇率(16:30):100日元兑人民币,即期汇率(16:30):英镑兑人民币,FU0.SHF,scm.INE,000001.SH,N225.GI,SPX.GI,IXIC.GI,DJIA.GI,FTSE.GI,AXX.GI,SX5E.GI,日本:GDP平减指数,日本:GDP:现价,日本:GDP:现价:私人消费,日本:GDP:现价:政府消费,日本:官方储备资产:外汇储备,日本:商品出口:季调,日本:商品进口:季调,日本:国际投资头寸:资产:直接投资,日本:经常账户:差额,日本:出口金额:当月值,日本:进口金额:当月值,日本:CPI,日本:PPI,日本:出口商品价格指数,日本:进口商品价格指数,日本:无担保隔夜拆款利率(TONA),日本:M1:实值,日本:外债:总计,日本:财政决算:一般会计:收入:财政年度,日本:财政决算:一般会计:支出:财政年度,日本:综合财政收支余额:当月值,日本:外商直接投资:中国,日本:对外直接投资:中国,欧元区:GDP:现价,欧元区:GDP:2005价:最终消费支出:当季值,欧元区:GDP:2005价:进口:商品和服务:当季值,欧元区:GDP:2005价:出口:商品和服务:当季值,欧元区:GDP:平减指数:2005价:当季值,欧元区20国:商品贸易:进口:季调,欧元区20国:商品贸易:出口:季调,商品贸易:进口金额:中国(不包括香港),商品贸易:出口金额:中国(不包括香港),欧元区:HICP,欧元区19国:PPI,欧元区20国:单位进口价格指数,欧元区20国:单位出口价格指数,欧元区:M1,欧元区:主导利率:再融资利率(MRO),欧元区:隔夜存款利率(DF),欧元区:隔夜贷款利率(MLF),一般政府债务总额:本币计价:欧盟27国,一般政府债务总额:欧元计价:欧盟27国,一般政府财政盈余:欧元区19国,欧元区:国际收支:经常账户:出口金额:商品,欧元区:国际收支:经常账户:进口金额:商品,欧元区:官方储备资产和其他外币资产,欧元区:外商直接投资净流入,美国:GDP:不变价:支出法:当季值,美国:出口金额:季调,美国:进口金额:季调,美国:CPI:当月同比,美国:PPI:最终需求:当月值,美国:进口价格指数:当月同比,美国:出口价格指数:当月同比,美国:M1,美国:M2,美国:联邦基金利率,美国:对外直接投资:美国跨国公司:所有行业:总计,美国:外商直接投资:外国跨国公司:所有行业:总计,美国:政府财政收入,美国:政府财政支出,美国:外债总额,美国:经常项目收入:季调:当季值,美国:经常项目支出:季调:当季值,美国:联邦政府债务:总额,美国:GDP:不变价:支出法:个人消费:折年数:季调:当季值,美国:外汇,英国:GDP:不变价:季调,英国:GDP:现价:季调,英国:GDP:现价:居民最终消费支出:季调,英国:GDP:现价:政府最终消费支出:季调,英国:经常项目差额:季调,英国:直接投资差额,英国:政府外币储备,英国:政府外汇储备总额,英国:贸易总额:出口:季调,英国:贸易总额:进口:季调,英国:CPI,英国:CPI:同比,英国:产出PPI:国内市场的工业品(不含税):当月值,英国:M1,英国:基准利率,英国:政府负债净值,英国:中央政府:总收入:当月值,英国:中央政府:总支出:当月值,英国:经常账户:本国货币:季调:当季值
2000-01-31,,,,,,,,,,,,,,,,,,,46570.1,1066.64,776.57,,,,,1561.0,-0.2,0.0,8.2777,8.0236,1.0639,,13.3751,0.0,0.0,0.0,19539.7,1394.46,3940.35,10940.53,6268.5,0.0,0.0,,,,,,,,,7115.02,3512721.0,2992192.0,97.4,97.2,105.1,69.0,0.02,,,,,,,,,,,,,80246.1,83158.5,,,75.25,76.1,,,1982585.0,,,,,,,,,,,,86001.0,113133.0,2.7,,7.1,0.7,1108.7,4634.7,5.87,,,189478.0,127326.0,,,,,,30941.0,,,,,,,24155.85,35796.29,22298.0,23267.0,71.9,0.8,,402359.0,5.75,,,,
2000-02-29,,,,,,,,,,,,,,,,,,,44679.2,737.04,718.16,,,,,1565.59,0.7,1.0,8.2786,7.9855,1.0637,,13.0703,0.0,0.0,1714.578,19959.52,1366.42,4696.69,10128.31,6232.6,0.0,0.0,,,,,,,,,15578.43,4136816.0,2957535.0,97.1,97.2,108.1,71.1,0.05,,,,,,,,,,,,,81220.8,85907.6,,,75.49,76.4,,,1973795.0,3.25,2.25,4.25,,,,,,,,,86540.0,116334.0,3.2,,9.3,1.3,1101.4,4666.4,5.85,,,108675.0,150409.0,,,,,,30406.0,,,,,,,23546.09,34858.86,22247.0,23037.0,72.2,0.9,,404313.0,6.0,,,,
2000-03-31,,21329.9,,,,,,,,,,,,,,,,,45158.45,1074.74,878.69,,,,,1568.2,-0.2,1.9,8.2787,7.9144,1.0632,,13.1806,0.0,0.0,1800.225,20337.32,1498.58,4572.83,10921.92,6540.2,0.0,0.0,,130540.7,71080.9,20663.5,,117635.0,83534.0,,13939.02,4700062.0,3594784.0,97.3,97.1,105.9,69.9,0.04,,,,,,,,1637115.3,1399486.9,557225.7,581172.1,88.82,83610.6,87620.0,,,75.72,76.7,,,1986051.0,3.5,2.5,4.5,5228893.3,5228893.3,,,,,,,88115.0,118672.0,3.8,,9.2,2.1,1111.2,4727.0,6.17,,,135582.0,170962.0,,356424.0,451196.0,,9039.74,31535.0,401242.0,272133.0,174675.0,43884.0,-4345.0,98541.0,24493.35,35193.63,22988.0,23367.0,72.3,0.6,,418147.0,,,,,-4345.0
2000-04-30,,,,,,,,,,,,,,,,,,,46319.03,1186.32,1087.35,,,,,1568.46,-0.3,2.6,8.2799,7.5513,1.063,,12.8504,0.0,0.0,1836.321,17973.7,1452.43,3860.66,10733.91,6327.4,0.0,0.0,,,,,324109.0,,,,13854.39,4377801.0,3236988.0,97.5,96.9,104.6,69.2,0.02,,,,,,,,,,,,,83618.5,88354.8,,,75.79,76.9,,,2027142.0,3.75,2.75,4.75,,,,,,,,,89359.0,117957.0,3.1,,6.6,1.9,1129.2,4800.6,6.06,,,295151.0,135653.0,,,,,,30014.0,,,,,,,26750.96,36789.34,22997.0,23962.0,72.6,0.6,,418631.0,,,,,
2000-05-31,,,,,,,,,,,,,,,,,,,46490.23,948.19,1022.15,,,,,1580.19,0.1,2.5,8.2773,7.7616,1.0623,,12.4275,0.0,0.0,1894.554,16332.45,1420.6,3400.91,10522.33,6359.3,0.0,0.0,,,,,326694.0,,,,10257.4,3851460.0,3276435.0,97.6,96.7,105.9,69.5,0.03,,,,,,,,,,,,,86993.7,90447.4,,,75.88,77.3,,,2009080.0,,,,,,,,,,,,88958.0,118123.0,3.2,,6.1,2.0,1104.1,4719.9,6.83,,,146002.0,149612.0,,,,,,30429.0,,,,,,,28378.87,38572.9,23175.0,23897.0,72.8,0.5,,430526.0,,,,,
2000-06-30,,24043.4,,,,,,,,,,,,,,,,,48024.4,1227.23,1352.41,1476.3,,,,1585.68,0.5,2.9,8.2782,7.8833,1.0619,,12.5597,0.0,0.0,1928.106,17411.05,1454.6,3966.11,10447.89,6312.7,0.0,0.0,,132188.1,70490.2,23719.8,329945.0,121679.0,87640.0,,14190.05,4487227.0,3294590.0,97.4,96.7,105.2,68.9,0.03,,,,,,,,1689962.8,1420220.5,580928.1,606419.5,89.42,84792.8,90285.2,,,76.16,77.6,,,2024238.0,4.25,3.25,5.25,5243178.7,5243178.7,,,,,,,91635.0,122040.0,3.7,,7.9,1.9,1098.7,4721.5,6.86,,,214875.0,158986.0,,371219.0,467611.0,,9124.15,31037.0,404196.0,273951.0,176189.0,45514.0,-4320.0,11570.0,29963.93,40727.38,24088.0,24737.0,72.9,0.8,,438814.0,,,,,-4320.0
2000-07-31,,,,,,,,,,,,,,,,,,,47803.09,1196.35,1048.45,,,,,1585.96,0.5,4.5,8.2792,7.6657,1.0616,,12.4146,0.0,0.0,2023.539,15727.49,1430.83,3766.99,10521.98,6365.3,0.0,0.0,,,,,330430.0,,,,12667.45,4313204.0,3312745.0,97.1,96.8,105.8,70.3,0.02,,,,,,,,,,,,,87174.5,91841.6,,,76.26,78.0,,,2022811.0,,,,,,,,,,,,91195.0,122447.0,3.7,,6.8,1.9,1105.1,4758.5,6.64,,,134074.0,129013.0,,,,,,30130.0,,,,,,,30530.55,41201.39,23344.0,25369.0,72.5,0.9,,437535.0,,,,,
2000-08-31,,,,,,,,,,,,,,,,,,,48885.38,1042.83,1287.72,,,,,1592.17,0.3,3.9,8.2786,7.3564,1.0615,,11.9857,0.0,0.0,2021.199,16861.26,1517.68,4206.35,11215.1,6672.7,0.0,0.0,,,,,330744.0,,,,11828.5,4204858.0,3598579.0,97.4,96.8,105.3,70.5,0.25,,,,,,,,,,,,,89146.2,91867.3,,,76.32,78.2,,,1989355.0,,,,,,,,,,,,93112.0,123043.0,3.4,,5.9,1.4,1103.3,4792.7,6.65,,,138128.0,148555.0,,,,,,30118.0,,,,,,,30777.92,41416.73,24143.0,25174.0,72.5,0.6,,435987.0,,,,,
2000-09-30,,25712.5,,,,,,,,,,,,,,,,,50616.89,1081.2,1278.31,,,,,1600.92,0.0,3.7,8.2798,7.3169,1.062,,12.2234,0.0,0.0,1910.161,15747.26,1436.51,3672.82,10650.92,6294.2,0.0,0.0,,131084.7,71922.9,19842.3,334971.0,123246.0,91818.0,,14280.49,4679180.0,3386040.0,97.3,96.6,103.7,69.6,0.28,,,,,,,,1681766.1,1417826.6,573833.6,599794.6,89.92,88692.9,92890.9,,,76.63,78.9,,,2002243.0,4.5,3.5,5.5,5275399.9,5275399.9,,,,,,,92896.0,126230.0,3.5,,6.1,1.9,1081.5,4802.4,6.6,,,219490.0,153743.0,,377245.0,481718.0,,9211.57,31209.0,406795.0,276266.0,178517.0,46726.0,-5540.0,-37488.0,31680.54,42601.03,23757.0,24989.0,73.1,1.0,,446786.0,,,,,-5540.0
2000-10-31,,,,,,,,,,,,,,,,,,,49952.84,1246.29,1080.86,,,,,1613.44,0.0,3.6,8.2775,7.0276,1.0615,,11.9883,0.0,0.0,1961.287,14539.6,1429.4,3369.63,10971.14,6438.4,0.0,0.0,,,,,335497.0,,,,8077.45,4476241.0,3787236.0,97.3,96.0,104.1,71.0,0.25,,,,,,,,,,,,,91977.0,96119.4,,,76.64,79.3,,,2002079.0,4.75,3.75,5.75,,,,,,,,,92177.0,125555.0,3.4,,5.4,1.5,1104.7,4828.9,6.59,,,135836.0,147156.0,,,,,,30514.0,,,,,,,32769.18,43219.78,23930.0,25272.0,73.1,1.0,,450245.0,,,,,
2000-11-30,,,,,,,,,,,,,,,,,,,50787.49,1105.92,1375.58,,,,,1639.11,1.3,3.5,8.2777,7.2198,1.0613,,11.8065,0.0,0.0,2070.613,14648.51,1314.95,2597.93,10414.49,6142.2,0.0,0.0,,,,,340844.0,,,,10164.16,4283071.0,3687486.0,97.0,95.8,103.9,71.2,0.26,,,,,,,,,,,,,92418.6,96424.3,,,76.8,79.5,,,2020878.0,,,,,,,,,,,,91919.0,124642.0,3.4,,4.7,1.3,1111.0,4883.8,6.62,,,125666.0,149356.0,,,,,,30617.0,,,,,,,36185.61,45799.69,24435.0,26297.0,73.2,1.1,,448926.0,,,,,
2000-12-31,52.2,29194.3,63.57,,,,,,,,,,,,,,,,53147.15,1482.46,3980.25,1457.3,,,,1655.74,1.5,2.8,8.2774,7.799,1.0612,,12.3821,0.0,0.0,2073.477,13785.69,1320.28,2470.52,10786.85,6222.5,0.0,0.0,110.95,141604.3,73858.1,24381.7,347212.0,124615.0,97827.0,,8663.83,4631556.0,3813813.0,97.1,95.8,106.5,72.6,0.2,,,933610.0,893210.0,,0.02,933.55,1786520.8,1474182.7,622325.4,646631.0,91.34,95159.6,99289.2,243710.0,269813.0,77.08,79.1,,,2084600.0,,,,5225108.8,5225108.8,-89303.4,,,,556047284048.41,,91055.0,124475.0,3.4,,3.2,1.1,1127.5,4956.0,5.41,1316247.0,1256867.0,200489.0,167823.0,,381233.0,487512.0,5628700.0,9292.05,31238.0,409411.0,278402.0,180013.0,47051.0,-5952.0,4997.0,38025.07,48179.07,24697.0,26299.0,73.2,0.8,,451750.0,,,,,-5952.0
2001-01-31,,,,,,,,,,,,,,,,,,,54406.23,1340.66,827.28,,,,,1686.23,1.2,1.43,8.2781,7.75,1.0614,,12.1166,0.0,0.0,0.0,13843.55,1366.01,2772.73,10887.36,6297.5,0.0,0.0,,,,,349896.0,,,,2722.12,3623927.0,3722447.0,97.1,95.4,109.3,72.9,0.25,,,,,,,,,,,,,92732.3,96341.6,,,76.76,79.4,,,2083703.0,,,,,,,,,,,,90796.0,125997.0,3.7,,2.8,1.1,1097.3,4930.5,5.74,,,219215.0,142836.0,,,,,,30920.0,,,,,,,36029.15,45652.46,25603.0,26440.0,72.6,0.9,,457305.0,,,,,
2001-02-28,,,,,,,,,,,,,,,,,,,51997.68,1042.37,950.83,,,,,1747.73,0.0,0.86,8.2783,7.6409,1.0613,,11.9584,0.0,0.0,1959.18,12883.54,1239.94,2151.83,10495.28,5917.9,0.0,0.0,,,,,349441.0,,,,14113.74,4197397.0,3321682.0,96.8,95.4,108.5,71.5,0.26,,,,,,,,,,,,,91350.5,96287.2,,,76.98,79.6,,,2084013.0,,,,,,,,,,,,91101.0,120401.0,3.5,,0.2,0.6,1101.0,5011.0,5.59,,,110481.0,158649.0,,,,,,30692.0,,,,,,,32240.33,41991.99,25872.0,26623.0,72.7,0.8,,459585.0,5.75,,,,
2001-03-31,,24086.4,,,,,,,,,,,,,,,,,53033.36,1298.98,1054.87,,,,,1758.47,0.8,0.2,8.2777,7.2629,1.0614,,11.722,0.0,0.0,2112.775,12999.7,1160.33,1840.26,9878.78,5633.7,0.0,0.0,,132737.2,71712.9,21547.5,347801.0,121616.0,97641.0,,14984.1,4919318.0,4011328.0,96.7,95.2,111.2,74.0,0.12,,,,,,,,1756487.3,1462692.2,616651.6,642710.3,90.63,90556.7,96117.4,,,77.39,79.7,,,2096001.0,,,,5270372.7,5270372.7,,,,,,,89251.0,122063.0,2.9,,-1.6,0.0,1113.7,5087.5,5.29,,,130074.0,180736.0,,367418.0,474554.0,,9325.75,29020.0,413054.0,282928.0,182313.0,48069.0,-2867.0,6330.0,33012.14,43306.67,25294.0,26501.0,73.0,0.9,,482339.0,,,,,-2867.0
2001-04-30,,,,,,,,,,,,,,,,,,,53261.32,1553.96,1181.3,,,,,1771.78,1.6,-0.1,8.2774,7.3503,1.0613,,11.8565,0.0,0.0,2119.184,0.0,1249.46,2116.24,10734.97,5966.9,0.0,0.0,,,,,348891.0,,,,8813.25,4329642.0,3668723.0,96.8,94.9,111.2,74.5,0.02,,,,,,,,,,,,,91394.9,95032.5,,,77.86,79.9,,,2129763.0,,,,,,,,,,,,87903.0,118424.0,3.3,,-0.7,-0.1,1133.3,5102.0,4.67,,,331796.0,141999.0,,,,,,29449.0,,,,,,,33493.03,43568.84,24716.0,26362.0,73.4,1.2,,478628.0,5.5,,,,
2001-05-31,,,,,,,,,,,,,,,,,,,52542.99,1226.6,1309.95,,,,,1790.0,1.7,-0.2,8.277,6.999,1.0612,,11.7392,0.0,0.0,2214.257,13262.14,1255.82,2110.49,10911.94,5796.1,0.0,0.0,,,,,347877.0,,,,4932.07,3815616.0,3739635.0,96.9,94.7,109.6,73.4,0.03,,,,,,,,,,,,,91237.9,94714.2,,,78.22,80.1,,,2150338.0,4.5,3.5,5.5,,,,,,,,,88476.0,115572.0,3.6,,-0.8,-0.6,1123.6,5090.8,4.24,,,125590.0,153508.0,,,,,,29446.0,,,,,,,33472.58,43513.23,24361.0,26333.0,74.0,1.7,,482980.0,5.25,,,,
2001-06-30,,26726.6,,,,,,,,,,,,,,,,,55187.36,1409.78,1720.42,1704.1,,,,1808.38,1.4,-0.6,8.2767,7.0335,1.0611,,11.7189,0.0,0.0,2218.029,12969.05,1224.42,2160.54,10502.4,5642.5,0.0,0.0,,132066.8,71673.9,24480.4,348583.0,116125.0,94640.0,,7853.1,4138701.0,3379706.0,96.7,94.5,108.7,73.1,0.06,,,,,,,,1805856.9,1481105.1,619865.4,647960.1,91.49,92467.7,96436.7,,,78.34,80.1,,,2191444.0,,,,5350541.7,5350541.7,,,,,,,85938.0,115089.0,3.2,,-2.6,-0.7,1125.7,5123.5,3.95,,,202887.0,171025.0,,353317.0,448568.0,,9344.49,28775.0,414878.0,286649.0,183507.0,48442.0,-6063.0,2543.0,32897.75,43081.93,24653.0,27045.0,74.1,1.7,,491547.0,,,,,-6063.0
2001-07-31,,,,,,,,,,,,,,,,,,,53502.8,1455.06,1363.81,,,,,1844.92,1.5,-1.3,8.277,7.2515,1.0612,,11.7935,0.0,0.0,1920.32,11860.77,1211.23,2027.13,10522.81,5529.1,0.0,0.0,,,,,353460.0,,,,7150.5,4037119.0,3620000.0,96.4,94.4,109.8,73.9,0.02,,,,,,,,,,,,,91231.8,94185.2,,,78.16,79.7,,,2167979.0,,,,,,,,,,,,83202.0,113104.0,2.7,,-4.1,-1.0,1153.3,5169.1,3.82,,,127842.0,125022.0,,,,,,29209.0,,,,,,,31524.84,41605.26,24129.0,25953.0,73.6,1.4,,492632.0,,,,,
2001-08-31,,,,,,,,,,,,,,,,,,,55808.92,1247.58,1467.23,,,,,1900.53,1.0,-2.0,8.2769,7.5502,1.0612,,12.0338,0.0,0.0,1834.138,10713.51,1133.58,1805.43,9949.75,5345.0,0.0,0.0,,,,,357626.0,,,,7214.51,3829974.0,3520154.0,96.7,94.2,108.0,71.6,0.01,,,,,,,,,,,,,89578.3,94464.1,,,78.09,79.6,,,2128380.0,4.25,3.25,5.25,,,,,,,,,83882.0,111975.0,2.7,,-4.4,-1.0,1153.4,5206.1,3.66,,,122559.0,202549.0,,,,,,30598.0,,,,,,,33029.14,43037.14,23904.0,26369.0,73.9,1.8,,484083.0,5.0,,,,
2001-09-30,,28333.3,,,,,,,,,,,,,,,,,56824.0,1297.31,1603.94,,,,,1957.64,-0.1,-2.9,8.2768,7.5435,1.0612,,12.2041,0.0,0.0,1764.867,9774.68,1040.94,1498.8,8847.56,4903.4,0.0,0.0,,129141.2,72562.1,20498.1,380673.0,112695.0,90655.0,,11750.99,4162911.0,3119888.0,96.6,94.1,105.8,69.8,0.003,,,,,,,,1795068.7,1477696.9,590539.1,627203.5,92.1,89038.1,92464.0,,,78.3,79.7,,,2187299.0,3.75,2.75,4.75,5362833.9,5362833.9,,,,,,,79509.0,109726.0,2.6,,-5.6,-1.4,1188.4,5318.5,2.75,,,158611.0,123110.0,,331163.0,434597.0,,9377.0,30595.0,417085.0,288266.0,186442.0,49938.0,-6020.0,5375.0,32661.89,43604.61,23556.0,25100.0,74.1,1.3,,505598.0,4.75,,,,-6020.0
2001-10-31,,,,,,,,,,,,,,,,,,,56114.9,1502.38,1223.45,,,,,2030.29,0.2,-3.1,8.2768,7.445,1.0612,,12.0378,0.0,0.0,1689.17,10366.34,1059.78,1690.2,9075.14,5039.7,0.0,0.0,,,,,390029.0,,,,6780.05,4073627.0,3612559.0,96.6,93.4,105.9,70.1,0.003,,,,,,,,,,,,,88205.5,92159.5,,,78.37,79.2,,,2175722.0,,,,,,,,,,,,79062.0,109650.0,2.1,,-7.4,-2.0,1173.1,5296.3,2.66,,,157163.0,164819.0,,,,,,30048.0,,,,,,,30957.71,40851.87,24075.0,25549.0,73.9,1.2,,502863.0,4.5,,,,
2001-11-30,,,,,,,,,,,,,,,,,,,56579.6,1293.17,1801.41,,,,,2083.15,-0.3,-3.7,8.2772,7.418,1.0614,,11.7884,0.0,0.0,1747.993,10697.44,1139.45,1930.58,9851.56,5203.6,0.0,0.0,,,,,388567.0,,,,9919.06,3889579.0,3397420.0,96.1,93.3,105.9,68.6,0.003,,,,,,,,,,,,,86819.4,90104.1,,,78.32,78.8,,,2210574.0,3.25,2.25,4.25,,,,,,,,,78446.0,108449.0,1.9,,-8.8,-2.5,1186.4,5383.1,2.06,,,121233.0,175500.0,,,,,,29956.0,,,,,,,31436.59,40976.87,23348.0,25082.0,73.8,0.8,,505822.0,4.0,,,,
2001-12-31,53.27,31716.8,61.93,,,,,,,,,,,,,,,,59871.59,1718.18,4398.09,1701.1,,,,2121.65,-0.3,-4.0,8.2766,7.3695,1.0613,,12.0383,0.0,0.0,1645.971,0.0,1148.08,1950.4,10021.5,5217.4,0.0,0.0,109.75,137708.7,73388.1,25072.6,387727.0,109861.0,86860.0,,8290.58,3961433.0,3301991.0,96.0,93.2,108.7,70.1,0.002,,,869030.0,848111.0,,1.67,2157.66,1902292.3,1541528.5,613437.7,648760.1,93.82,87351.4,91816.0,271944.0,297117.0,78.67,78.7,,,2278976.0,,,,5406306.0,5406306.0,-143861.6,,,,321402086344.15,,77800.0,105288.0,1.6,,-9.1,-2.5,1253.1,5474.6,1.52,1460352.0,1343987.0,187914.0,161347.0,,316241.0,404504.0,5769881.0,9528.3,28981.0,418445.0,288292.0,185592.0,51414.0,-5374.0,519.0,30558.23,40443.87,22799.0,25142.0,74.0,1.1,,501962.0,,,,,-5374.0
2002-01-31,,,,,,,,,,,,,,,,,,,60577.23,1511.33,1040.57,,,,,2174.0,-1.0,-3.99,8.2765,7.1029,1.0612,,11.6757,0.0,0.0,1491.665,9997.8,1130.2,1934.03,9920.0,5164.8,0.0,0.0,,,,,386681.0,,,,6244.76,3559469.0,3389439.0,95.8,92.9,111.6,71.6,0.001,,,,,,,,,,,,,87381.6,92089.7,,,78.76,79.0,71.4,80.7,2239338.0,,,,,,,,,,,,79260.0,108938.0,1.1,,-8.9,-2.8,1186.7,5401.1,1.85,,,203452.0,159723.0,,,,,,28229.0,,,,,,,28788.84,38307.88,23988.0,25646.0,73.7,1.6,,495981.0,,,,,
2002-02-28,,,,,,,,,,,0.72,1.71,1.89,1.98,2.25,2.52,2.79,,58703.97,975.59,1124.2,,,,,2235.31,0.0,-4.09,8.2765,7.1873,1.0612,,11.7187,0.0,0.0,1524.701,10587.83,1106.73,1731.49,10106.13,5101.0,0.0,0.0,,,,,387770.0,,,,13721.21,4021653.0,3244348.0,95.3,92.9,111.9,71.7,0.001,,,,,,,,,,,,,90084.7,93001.9,,,78.88,79.0,71.9,80.8,2228301.0,,,,,,,,,,,,79264.0,111764.0,1.1,,-8.3,-2.9,1185.9,5461.2,1.83,,,97962.0,174018.0,,,,,,28381.0,,,,,,,29386.93,39527.12,23788.0,26271.0,73.8,1.5,,496013.0,,,,,
2002-03-31,,26295.0,,,,,,,,,,,,,,,,,59475.67,1320.89,1346.58,,,,,2276.05,-0.8,-4.02,8.2774,7.2138,1.0613,,11.8019,0.0,0.0,1603.905,11024.94,0.0,0.0,0.0,0.0,0.0,0.0,,128493.9,71277.5,22303.2,385675.0,117931.0,90521.0,,21328.11,4773068.0,3515208.0,95.5,92.9,111.2,71.3,0.012,,,,,,,,1803472.3,1472807.4,596158.4,630769.7,93.14,89027.9,94706.7,,,79.33,79.3,73.0,80.6,2238652.0,,,,5506467.6,5506467.6,,,,,,3501.12,80344.0,111506.0,1.5,,-5.6,-2.4,1200.7,5485.8,1.74,,,111220.0,175458.0,,323025.0,425633.0,,9549.52,28643.0,419534.0,292432.0,187972.0,52042.0,-5286.0,24074.0,29868.36,39964.12,24207.0,26576.0,74.1,1.5,,508735.0,,,,,-5286.0
2002-04-30,,,,,,,,,,,,,,,,,,,60462.04,1787.55,1488.05,,,,,2338.24,-1.3,-3.06,8.2773,7.4496,1.0613,,12.0642,0.0,0.0,1667.749,11492.54,1076.92,1688.23,9946.22,5165.6,0.0,0.0,,,,,391112.0,,,,10156.96,4400810.0,3573630.0,95.8,92.7,110.9,72.9,0.002,,,,,,,,,,,,,90233.6,94407.0,,,79.69,79.5,73.0,80.5,2278113.0,,,,,,,,,,,,82072.0,116037.0,1.6,,-3.6,-1.9,1212.1,5462.6,1.82,,,237426.0,170257.0,,,,,,29628.0,,,,,,,31356.94,41096.92,24395.0,27259.0,74.4,1.4,,503636.0,,,,,
2002-05-31,,,,,,,,,,,,,,,,,,,61247.53,1465.97,1334.99,,,,,2384.73,-1.1,-2.63,8.2765,7.7253,1.0611,,12.0344,0.0,0.0,1515.733,11763.7,1067.14,1615.73,9925.25,5085.1,0.0,0.0,,,,,403332.0,,,,9714.03,4152221.0,3535013.0,96.1,92.7,107.9,71.7,0.002,,,,,,,,,,,,,86868.9,92961.6,,,79.83,79.5,73.3,80.0,2290532.0,,,,,,,,,,,,82427.0,116453.0,1.2,,-3.7,-1.6,1200.7,5484.4,1.79,,,102496.0,183127.0,,,,,,30740.0,,,,,,,31868.16,41070.11,25669.0,27619.0,74.6,0.8,,507596.0,,,,,
2002-06-30,,29194.8,,,,,,,,,,,,,,,,,63144.69,1538.33,1962.97,1691.1,,,,2427.63,-0.8,-2.48,8.2771,8.2067,1.0612,,12.6933,0.0,0.0,1732.755,10621.84,989.82,1463.21,9243.26,4656.4,0.0,0.0,,129865.4,71478.1,24841.3,428850.0,122612.0,89976.0,,13827.21,4430440.0,3209513.0,96.0,92.6,106.1,70.5,0.002,,,,,,,,1869667.4,1494239.9,617502.6,663095.4,93.74,91586.0,95650.7,,,79.8,79.4,72.0,79.4,2349754.0,,,,5546619.2,5546619.2,,,,,,3608.5,83563.0,118296.0,1.1,,-3.6,-1.4,1195.5,5508.7,1.73,,,182633.0,153562.0,,336970.0,451639.0,,9597.82,32166.0,421587.0,295747.0,189066.0,54281.0,-8095.0,9193.0,33013.13,43699.75,24257.0,26795.0,74.6,0.6,,528891.0,,,,,-8095.0
2002-07-31,,,,,,,,,,,,,,,,,,,63488.41,1715.24,1682.22,,,,,2465.34,-0.9,-2.34,8.2767,8.0905,1.0611,,12.9427,0.0,0.0,1651.594,9877.94,911.62,1328.26,8736.59,4246.2,0.0,0.0,,,,,436180.0,,,,10951.5,4396515.0,3651638.0,95.6,92.5,103.6,68.4,0.001,,,,,,,,,,,,,89370.8,94060.6,,,79.72,79.5,71.4,79.2,2328109.0,,,,,,,,,,,,83724.0,117637.0,1.5,,-1.7,-0.7,1221.0,5565.8,1.76,,,134409.0,163568.0,,,,,,32271.0,,,,,,,32060.21,43205.55,25333.0,27432.0,74.4,1.1,,522458.0,,,,,
2002-08-31,,,,,,,,,,,,,,,,,,,64869.5,1342.14,1607.45,,,,,2530.9,-0.7,-1.73,8.2768,8.1283,1.0611,,12.8283,0.0,0.0,1666.618,9619.3,916.07,1314.85,8663.5,4227.3,0.0,0.0,,,,,438988.0,,,,10277.07,4068125.0,3428898.0,95.9,92.4,103.8,68.9,0.002,,,,,,,,,,,,,91331.8,96296.0,,,79.77,79.6,71.1,78.8,2301453.0,,,,,,,,,,,,83689.0,120075.0,1.8,,-1.3,-0.3,1195.3,5595.6,1.81,,,124619.0,179328.0,,,,,,32470.0,,,,,,,32810.8,43660.75,24051.0,26192.0,74.6,1.0,,521244.0,,,,,
